you,12775
a,6708
i,4833
the,4588
and,3764
is,3638
fuck,3404
to,3332
are,2978
of,2906
your,2566
nigger,2309
my,1781
that,1748
suck,1594
fucking,1540
u,1511
it,1463
this,1373
,1368
in,1353
ass,1277
me,1225
go,1196
on,1187
for,1132
cunt,1117
fat,1098
hate,1094
with,1075
have,1022
not,985
shit,951
die,909
like,871
do,870
yourself,822
will,819
an,810
off,780
be,758
get,732
what,726
all,721
don't,715
bitch,699
so,684
if,661
moron,654
can,648
jew,645
wikipedia,634
as,632
hi,631
yourselfgo,621
up,599
no,562
gay,556
know,555
just,554
piece,545
dick,539
about,537
who,537
was,516
because,498
or,489
you're,486
but,474
page,470
faggot,461
stupid,450
damn,449
fucker,440
life,414
from,408
sucks,406
by,405
people,403
am,402
here,390
at,390
he,382
cock,366
why,366
out,363
mexicans,361
block,354
asshole,350
dickhead,340
stop,339
bitchesfuck,333
they,329
cocksucker,328
bastard,328
one,316
i'm,315
bitchfuck,312
it's,308
think,304
mothjer,304
how,303
old,302
being,302
should,290
idiot,285
some,285
little,284
want,283
article,283
right,283
then,280
assfuck,278
bunksteve,278
now,269
make,256
his,253
useless,252
penissmall,249
time,249
edits,245
big,244
hell,243
come,242
d,240
would,239
edit,237
when,235
did,235
shut,232
has,232
more,231
said,229
such,228
we,228
tommy2010,227
bot,227
-,223
talk,220
wiki,217
again,217
ban,213
even,210
still,208
ancestryfuck-off-jewish,207
information,207
there,207
down,205
dumb,204
loser,204
good,201
been,201
spanish,197
give,193
other,191
only,189
god,188
robert,187
licker,186
ullmann,184
shitfuck,182
cocksucking,182
see,181
them,181
hey,180
atheist,179
centraliststupid,179
fan-1967,178
really,177
work,177
going,176
please,176
than,176
fired,175
need,175
their,174
dont,170
nothing,170
post,169
take,169
back,168
eat,168
any,168
pathetic,166
where,165
had,163
were,162
mother,161
bloody,161
pigs,157
fggt,157
too,156
lick,154
fuckin,154
which,151
nice,150
admins,149
well,148
delete,147
supertr0ll,147
fire,147
also,144
never,144
over,144
ever,142
way,142
before,141
things,140
him,140
useredgar181,139
bitchmattythewhite,139
foolwhat,139
own,139
alone,137
say,136
does,136
cheese,135
pro-assadhanibal911you're,134
blocked,134
read,133
thieves,132
deleting,132
removing,131
got,131
her,129
haahhahahah,128
cunts,128
yaaa,128
yaaaaah,128
suck'u,127
administratorprick,126
name,126
fool,126
oh,125
live,124
user,123
editing,123
hope,123
its,123
world,121
whore,121
i'll,121
day,120
something,120
can't,119
ur,119
real,117
man,117
