you,20042
a,11647
the,10914
i,10499
to,8395
and,8260
is,7348
of,6203
are,4935
fuck,4656
your,4567
that,4212
in,3623
it,3604
,3569
my,3457
this,2986
me,2961
nigger,2634
shit,2617
not,2594
on,2592
have,2576
for,2558
with,2270
like,2193
do,2051
suck,1948
be,1919
ass,1871
fucking,1813
u,1755
wikipedia,1752
so,1719
die,1717
what,1668
all,1646
am,1632
as,1599
will,1585
penis,1534
go,1533
an,1487
if,1423
no,1349
don't,1336
can,1335
just,1329
yourself,1302
hate,1299
pig,1294
was,1269
but,1267
get,1254
or,1245
about,1235
who,1207
know,1174
cunt,1174
up,1162
fat,1116
page,1112
off,1078
because,1073
by,1032
he,1020
bark,1000
bullshit,993
from,976
they,923
people,915
balls,903
wiki,870
you're,840
at,834
why,831
gay,819
i'm,798
one,783
stop,778
out,777
wanker,770
here,749
fag,735
how,726
article,720
his,710
bitch,710
moron,688
dick,684
think,682
talk,682
some,680
hi,679
it's,678
jew,668
stupid,648
kill,640
-,635
we,634
piece,633
life,633
vandalism,632
block,631
has,628
now,623
sucks,622
yourselfgo,621
going,620
then,617
should,609
being,595
want,571
time,567
edit,566
when,565
cock,557
faggot,556
rape,556
there,552
make,549
more,543
would,541
homo,535
been,527
did,526
damn,524
right,519
even,515
other,500
only,498
than,476
any,476
see,475
poop,471
fucker,468
them,464
little,463
noobs,454
again,443
good,436
which,435
their,434
hell,429
really,427
hitler,425
edits,424
bastard,420
please,418
rules,415
such,403
him,403
asshole,402
also,401
come,395
heil,393
said,385
give,382
need,379
were,378
old,375
back,372
say,371
way,371
anal,368
idiot,366
big,365
mexicans,365
bad,363
offfuck,360
dont,360
take,356
can't,354
had,353
ban,352
well,350
own,348
still,346
too,344
dickhead,343
nothing,340
bitchesfuck,333
cocksucker,332
user,331
bollocks,328
over,326
shut,325
information,321
down,320
must,318
im,315
bitchfuck,312
blocked,306
hey,305
mothjer,304
work,297
her,296
where,293
never,291
look,289
god,288
editing,286
fggt,285
its,285
does,282
lick,282
sexual,282
assfuck,278
things,278
ever,278
bunksteve,278
eat,278
got,277
useless,272
name,264
before,264
anything,264
d,259
real,259
mitt,259
romney,259
oh,257
delete,257
making,257
articles,256
very,255
much,255
something,253
post,252
penissmall,249
dumb,248
i'll,247
man,246
into,246
she,245
those,245
someone,243
bot,243
day,242
keep,242
read,242
world,241
these,241
pages,238
love,237
loser,236
many,236
mother,235
use,234
homeland,231
every,231
wrong,231
admins,230
fact,229
securityfuck,227
better,227
tommy2010,227
admin,226
thing,225
thanks,224
first,224
anyone,222
vomit,222
hope,222
nice,221
smells,221
most,220
made,219
tell,219
didn't,218
banned,218
fartchina,216
that's,215
put,213
site,213
spanish,212
personal,212
leave,211
person,210
loves,210
trying,208
ancestryfuck-off-jewish,207
care,206
let,205
doesn't,205
useredgar181,204
egg,203
new,202
alone,200
mean,199
power,199
doing,198
try,198
i've,196
us,195
since,194
bloody,192
could,192
another,191
deleting,191
find,190
robert,190
crap,190
actually,189
licker,188
same,188
ip,187
atheist,187
comment,186
around,185
cocksucking,185
warning,185
ullmann,184
shitfuck,182
pathetic,182
live,181
anthony,181
wales,181
last,179
fan-1967,179
centraliststupid,179
while,179
after,177
bradbury,177
usernhrhs2010,176
fired,174
users,173
long,173
fire,173
done,172
jim,168
removing,168
call,167
yeah,165
fuckin,163
drink,162
against,161
free,161
feel,160
pigs,160
understand,156
guys,156
else,156
may,156
editors,155
head,155
deleted,155
our,154
reason,154
proof,154
away,153
ur,153
place,152
change,151
point,151
ha,149
called,148
problem,148
believe,148
bleachanhero,148
2,147
account,147
gonna,147
racist,147
history,147
retarded,147
lol,147
he's,147
sorry,146
fun,146
revert,146
two,145
enough,145
maybe,143
unblock,142
encyclopedia,140
continue,140
years,140
source,140
nazi,140
guy,140
whatever,140
comments,140
without,139
foolwhat,139
bitchmattythewhite,139
cunts,138
american,138
write,137
seriously,137
won't,137
sure,137
whore,136
others,136
cheese,136
yet,135
instead,135
mum,134
attack,134
pro-assadhanibal911you're,134
thieves,134
idea,131
probably,131
reading,129
yaaaaah,128
haahhahahah,128
truth,128
isn't,128
3,128
link,128
yaaa,128
suck'u,127
added,127
administratorprick,126
shall,126
true,125
sources,125
remove,125
face,125
having,122
wrote,122
word,122
internet,122
sex,121
ugly,121
sick,120
help,120
cougar,119
already,119
cocks,119
cant,119
8dpenis,118
both,118
calling,118
murder,117
yes,117
arrest,117
everyone,116
saying,116
reported,116
makes,115
white,115
until,115
language,115
nipple,114
fool,114
idiots,114
times,114
stuff,113
california,113
dumbass,113
eats,113
everything,112
diego,112
you've,112
computeri,112
show,112
o,112
talking,112
ok,111
huge,110
vista,110
opinion,109
mesan,108
chula,108
communism,108
shitheadi,108
great,107
obviously,107
might,106
kind,106
scum,106
clearly,106
editor,106
thought,106
getting,106
bunch,105
job,105
part,105
pensnsnniensnsn,105
says,105
pennnis,105
pneis,105
guess,105
mind,105
along,104
bitches,104
full,104
removed,104
once,104
dude,104
stay,103
used,103
messages,103
state,102
add,102
coward,102
ignorant,101
king,101
cougaryou,101
blocking,101
watching,101
notrhbysouthbanof,100
either,100
hello,100
cuntbag,99
due,99
r,99
using,98
ask,98
english,98
attacks,97
abusing,97
seems,97
son,97
leaving,97
black,96
message,96
words,96
pussy,96
play,96
hard,95
troll,95
quit,95
whole,94
act,94
war,93
gayfrozen,93
ahead,93
joke,93
aren't,93
through,93
di,92
sad,92
told,92
reverting,92
facts,92
dirty,91
question,91
game,91
seen,91
picture,91
edie,91
friends,91
year,91
though,91
far,90
utc,90
lies,90
website,90
death,90
means,89
next,89
discussion,89
bag,89
boo-hoo,89
babywhat,88
cuntfranks,88
course,88
lmao,88
fucked,87
1,87
matter,87
motherfucker,87
dare,87
google,86
you'll,85
shannon,85
userenigmaman,85
anyway,85
seem,85
always,85
shot,85
human,84
dead,84
men,84
liar,84
wasn't,84
george,84
lot,84
realized,83
less,83
completely,83
butt,83
section,82
case,82
arse,82
censor,82
rather,82
myself,81
least,81
few,81
cause,81
consider,81
biased,81
thank,80
n,80
jerk,80
family,80
clear,80
chink,79
list,79
ya,79
ruining,79
false,79
takes,79
thats,79
prick,79
ahahahahahahahahahahahahahahahahahahaha,78
jasenm222,78
cannot,78
above,78
correct,78
dickfucking,78
blank,77
latinus,77
gets,77
floor,77
salt,77
piss,77
mr,77
under,77
address,77
learn,77
content,76
wanna,76
claim,76
ps,76
deal,76
entire,75
censorship,75
best,75
farted,75
wow,75
jews,75
knob,75
bongwarriorcongratualtions,74
posts,74
listen,74
several,74
links,74
njgw,74
f,74
fuckingabf,74
needs,74
different,74
school,74
sweep,74
left,73
country,73
shitty,73
looking,73
phuq,73
bush,73
yo,73
parents,73
writing,73
bit,73
money,73
simply,73
abuse,73
muahahahahahahahahahahahahahahahahahaha,72
nonsense,72
end,72
yooo,72
boy,72
dog,72
adding,72
watch,72
mann,72
lion,72
however,71
yours,71
self,71
policy,71
administrator,71
sense,71
retard,71
angela,71
worthless,70
vandal,70
jforget,70
ridiculous,70
what's,70
written,70
posted,70
child,69
kike,69
second,69
vuvuzelas,69
waste,69
rvv,69
mods,69
raid,69
bestfrozen,69
respect,69
telling,68
suggest,68
there's,68
sign,68
threads,68
funny,68
billj,67
credit,67
wanted,67
sannse,66
mouth,65
heard,65
freak,65
quite,65
days,65
donkey,65
coming,65
check,65
home,65
grow,64
i'd,64
sucku,64
serious,64
book,63
three,63
changes,63
libtard,63
disgusting,63
reverted,63
soon,63
info,63
forever,63
each,63
4,62
between,62
lifetime,62
tried,62
fuckbags,62
eyes,62
limped-dicked,62
report,62
wants,62
stick,62
agree,61
contributions,61
asian,61
actions,61
complete,61
girl,61
deletion,61
poor,61
nate,60
start,60
mom,60
computer,60
douche,60
evil,60
chocobos,60
enjoy,60
anymore,59
evidence,59
jesus,59
reference,59
haven't,59
small,59
assholes,59
likes,59
business,59
wouldn't,58
found,58
especially,58
friend,58
wait,58
important,58
hours,58
kid,58
answer,58
taking,57
came,57
etc,57
showing,57
edited,57
whether,57
support,57
names,57
goes,57
looks,56
run,56
wish,56
news,56
women,56
took,56
couriano,56
pretty,56
shoot,56
reliable,56
line,56
expect,56
animals,56
happen,56
bill,56
side,55
cool,55
wp,55
attention,55
perhaps,55
bet,55
able,54
term,54
asked,54
rest,54
stand,54
lost,54
pov,54
5,54
faggotjéské,54
high,54
apparently,54
imma,54
dear,54
happy,54
simple,54
worse,54
bias,53
children,53
wtf,53
okay,53
vandalize,53
fine,53
political,53
homosexual,53
created,53
taken,53
behind,52
given,52
ill,52
totally,52
image,52
sock,52
sucking,52
faith,52
cuz,52
example,52
baby,52
brain,52
nerd,51
lie,51
cut,51
twat,51
propaganda,51
obvious,51
changing,51
started,51
known,51
original,51
comes,51
subject,51
allowed,51
bother,51
research,51
text,51
current,51
absolutely,50
supposed,50
enjoys,50
10,50
remember,50
speech,50
nl33ers,50
following,50
shame,50
house,50
sort,50
wonder,50
vandalizing,49
gave,49
unsigned,49
create,49
ago,49
behavior,49
himself,49
gamaliel,49
together,48
explain,48
prove,48
issue,48
themselves,48
claims,48
cares,48
living,48
silly,48
nobody,48
note,48
argument,48
number,48
view,47
become,47
re,47
statement,47
arrogant,47
exactly,47
nazis,47
dipshit,47
sit,47
request,47
supertr0ll,47
project,47
fucky,47
worst,47
acting,47
sir,46
wikipedia's,46
fit,46
based,46
lunchables1lol,46
hurt,46
garbage,46
insult,46
liberal,46
burn,46
mention,46
upon,46
allow,46
accounts,46
finally,45
deserve,45
response,45
knowledge,45
shouldn't,45
failed,45
administrators,45
fascist,45
putting,45
forget,45
single,45
nor,45
discuss,45
knows,45
17,45
gives,45
excuse,45
today,45
outside,44
david,44
total,44
rude,44
she's,44
jewish,44
100,44
front,44
youre,43
past,43
playing,43
move,43
bald,43
biggest,43
they're,43
working,43
went,43
giving,43
spend,43
further,43
2013,43
diff,43
otherwise,43
night,43
wikipedians,43
longer,43
games,43
morons,43
bring,43
except,43
hole,43
reply,43
relevant,43
youcaltlas,42
mine,42
d31r,42
blah,42
sloppy,42
images,42
fair,42
mad,42
accept,42
references,42
bully,42
hit,42
gone,42
hand,42
trip,42
personally,42
group,42
didnt,42
brown,42
2006,41
issues,41
control,41
valid,41
nigga,41
screw,41
entry,41
order,41
posting,41
accusing,41
attacking,41
realize,41
standards,41
ain't,41
kids,41
haha,41
problems,41
threats,41
fake,41
action,40
college,40
ignore,40
truly,40
laugh,40
meatspin,40
certainly,40
slap,40
favor,40
assume,40
shows,40
ruin,40
changed,40
killed,40
s,40
within,40
idiotic,40
top,40
maher,40
fix,39
public,39
send,39
media,39
hypocrite,39
rule,39
thinking,39
horrible,39
march,39
7115159191,39
lack,39
welcome,39
gg,39
freedom,39
punk,39
award,39
fight,39
red,39
meaning,39
yourselves,38
thinks,38
indeed,38
genital,38
pompous,38
search,38
unless,38
—,38
harassment,38
ignorance,38
knew,38
set,38
difference,38
jackass,38
later,38
useful,38
topic,38
pictures,38
wont,38
fascists,38
ones,37
almost,37
stupidity,37
rights,37
minutes,37
fan,37
crazy,37
blood,37
vagina,37
fail,37
huh,37
cult,37
basically,37
official,37
somebody,37
metal,37
certain,37
pissed,37
speak,37
motherfucking,37
misterwiki,37
everyday,37
according,37
warnings,37
lying,36
lives,36
win,36
spam,36
born,36
party,36
sockpuppet,36
appear,36
mentioned,36
trouble,36
wedge,36
shoit,36
muslim,36
level,36
harassing,36
offensive,36
including,36
general,36
views,36
clean,36
douchebag,36
christian,36
type,36
dicks,36
notable,36
puppet,36
although,35
constructive,35
girls,35
trash,35
accurate,35
lazy,35
none,35
c,35
disgrace,35
kiss,35
queer,35
common,35
whoever,35
vandals,35
americans,35
community,35
open,35
band,35
curps,35
admit,35
during,35
filthy,35
goddamn,35
let's,34
violation,34
hates,34
e,34
works,34
months,34
angry,34
material,34
states,34
israel,34
america,34
blocks,34
hot,34
reality,34
terrorist,34
master,34
possible,34
hear,34
woman,34
destroy,34
related,33
shove,33
bye,33
asking,33
porn,33
b,33
arguing,33
raped,33
we're,33
drop,33
planet,33
provide,33
song,33
hahaha,33
week,33
nation,33
final,33
review,33
regarding,33
saw,33
half,33
turned,32
dickbutt,32
pay,32
save,32
version,32
jack,32
attempt,32
music,32
happened,32
follow,32
considered,32
wasting,32
threaten,32
british,32
insulting,32
fucks,32
proper,32
nasty,32
paid,32
actual,32
close,32
police,32
chinese,32
basement,32
civil,32
‎,31
losers,31
cry,31
keeps,31
worth,31
20,31
prison,31
touch,31
perfectly,31
btw,31
accusations,31
hist,31
ashol,31
members,31
film,31
straight,31
city,31
repeatedly,31
agenda,31
mistake,31
y,31
neutral,31
simpson,31
malusia,31
honestly,31
father,31
meet,31
de,31
story,30
arguments,30
420,30
normal,30
break,30
include,30
hahahahahahahahahahahahaha,30
bail,30
rot,30
attitude,30
accuse,30
won,30
fck,30
logic,30
appropriate,30
steal,30
serve,30
everybody,30
involved,30
moonshine,30
quote,30
hair,30
people's,30
horse,30
communist,30
worry,30
fuckin',30
sake,30
decide,30
sound,30
author,30
debate,30
indian,30
butthead,29
goodbye,29
situation,29
niggaz,29
insults,29
towards,29
24,29
6,29
wanta,29
boys,29
itself,29
heck,29
unemployed,29
jessica,29
filter,29
neither,29
proud,29
hands,29
eh,29
area,29
beavis,29
video,29
reasons,29
cancer,29
tag,29
future,29
protect,29
authority,29
contact,29
mental,29
m,29
doubt,29
wars,29
appears,29
assholeyou,29
system,29
extremely,28
tired,28
wife,28
ground,28
contribute,28
tv,28
therefore,28
spelling,28
annoying,28
bitchmother,28
typical,28
ideas,28
sht,28
doesnt,28
virgin,28
–,28
animal,28
stated,28
sucker,28
john,28
contribs,28
mark,28
large,28
smart,28
buddy,28
religion,28
rubbish,28
trolling,28
kick,28
lame,28
manner,28
2007,28
ad,27
bastards,27
t,27
email,27
questions,27
fuckunblocklifetime,27
peoples,27
userpage,27
sleep,27
itbitch,27
childish,27
catholic,27
eye,27
anybody,27
separate,27
star,27
chance,27
position,27
dust,27
lose,27
sweet,27
special,27
hold,27
consensus,27
needed,27
abusive,27
race,27
august,27
legitimate,27
paul,27
fellow,27
advice,27
constantly,27
cited,27
notice,27
hiding,27
3rr,27
earth,27
date,27
cum,27
unlike,27
korean,27
luck,27
whats,26
style,26
sue,26
culture,26
turn,26
profile,26
caltlas,26
middle,26
forgive,26
retards,26
nose,26
government,26
barnstar,26
—preceding,26
awesome,26
starting,26
nomination,26
clue,26
guidelines,26
online,26
here's,26
books,26
plus,26
password,26
christ,26
main,26
beat,26
result,26
honest,26
uses,26
opinions,25
russian,25
zero,25
mess,25
behaviour,25
photo,25
disruptive,25
criticism,25
greek,25
suppressing,25
utter,25
young,25
faggots,25
