you,5929
fuck,3272
i,1893
a,1732
suck,1526
shit,1515
ass,1451
the,1293
is,1181
u,1179
are,1096
yourself,919
die,912
and,838
fucking,820
of,792
to,746
your,718
my,708
in,707
go,706
cunt,697
yourselfgo,621
nigger,593
me,532
kill,525
wikipedia,525
piece,447
cock,430
will,406
off,404
damn,386
gay,385
fucker,373
faggot,368
rape,366
offfuck,360
this,359
mexicans,356
sucks,348
anal,342
bitch,338
fat,337
bitchesfuck,333
,320
am,318
bitchfuck,311
cocksucker,311
mothjer,304
bunksteve,278
assfuck,277
can,269
dick,260
that,258
penissmall,249
going,244
bastard,242
like,231
homeland,227
securityfuck,227
it,226
d,224
useless,221
up,220
with,218
bot,217
block,214
ancestryfuck-off-jewish,207
get,207
wiki,193
sucku,191
have,189
loves,188
shitfuck,182
for,179
atheist,178
bradbury,177
anthony,177
cocksucking,175
fired,168
dont,168
on,165
must,164
jim,158
shut,158
wales,156
all,154
pigs,153
drink,149
bleachanhero,148
if,143
here,141
bitchmattythewhite,139
lick,137
pro-assadhanibal911youre,134
page,131
thieves,131
life,129
no,129
haahhahahah,128
yaaa,128
yaaaaah,128
about,122
what,122
eat,122
8dpenis,118
so,117
edits,117
loser,113
admins,112
its,109
an,108
come,108
work,107
cunts,107
penis,106
cocks,105
nice,104
hate,103
murder,102
big,102
removing,101
who,101
right,100
notrhbysouthbanof,100
do,100
communism,100
down,99
post,99
not,99
still,98
be,97
mum,96
fuckin,96
information,95
talk,95
said,93
eats,93
homo,92
asshole,91
they,90
edie,90
whore,90
di,90
bitches,88
usernhrhs2010,85
mitt,84
romney,84
computeri,84
im,83
chula,81
give,81
california,81
vista,81
shitheadi,81
thanks,81
arrest,81
diego,81
mesan,81
reading,80
as,79
dickfucking,78
know,78
jasenm222,78
stupid,77
edit,77
ban,75
god,73
king,73
watching,72
mother,72
chink,72
fun,72
where,72
njgw,72
little,71
youre,71
ruining,71
jforget,71
lion,69
raid,69
bestfrozen,69
rvv,68
threads,68
people,67
blank,67
things,67
coward,66
just,64
from,63
libtard,62
idea,62
or,62
limped-dicked,61
fuckbags,61
mods,61
kike,60
by,59
ugly,58
credit,57
due,57
nate,56
love,54
he,53
censorship,53
stop,53
american,52
why,52
scum,52
censor,52
asian,51
continue,51
again,51
nl33ers,50
take,49
shitty,48
was,47
hell,46
how,45
cant,45
over,44
then,44
motherfucker,43
youcaltlas,42
ill,42
d31r,42
but,42
live,41
need,41
r,41
hey,40
gonna,40
some,39
n,38
at,37
out,37
idiot,37
because,36
pussy,35
hope,35
should,35
didnt,35
one,35
long,34
would,34
think,33
son,32
malusia,31
name,31
did,31
warning,31
ashol,31
being,30
her,29
hahahahahahahahahahahahaha,29
want,29
assholeyou,29
them,28
his,28
dumb,28
bitchmother,28
time,28
tell,28
ur,27
good,26
fag,26
wrote,26
account,26
filter,26
caltlas,26
hi,26
sign,25
day,25
other,25
unemployed,25
head,25
dust,25
make,25
got,25
more,25
everyday,25
old,25
real,24
well,24
steal,24
password,24
too,24
rots,24
world,24
back,24
outside,24
now,23
never,23
she,23
shes,23
user,23
monkeyman,22
we,22
pedo,22
face,22
own,22
nothing,22
something,22
than,22
before,22
leave,22
saaaaad,21
gg,21
f,21
sloppy,21
wont,21
such,21
oh,21
him,21
article,20
dirty,20
way,20
when,20
blocked,20
has,20
ip,20
there,20
ever,20
see,19
even,19
fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck,19
delete,19
man,19
prick,19
yo,19
say,19
also,19
mean,18
nazi,18
mom,18
suckersyou,18
editing,18
any,18
into,17
-,17
only,17
made,16
their,16
motherfucking,16
dog,16
guys,16
every,16
really,16
try,16
let,16
done,15
wrong,15
site,15
fucked,15
away,15
had,15
family,15
pathetic,15
dare,15
after,14
articles,14
retarded,14
look,14
jew,14
c,14
someone,14
keep,14
hello,14
until,14
nl33ersi,14
filthy,13
whole,13
please,13
dead,13
year,13
does,13
deleting,13
us,13
everyone,13
balls,12
which,12
thing,12
may,12
alone,12
jerk,12
ya,12
admin,12
were,12
been,12
catholic,12
wheelchairi,12
crap,11
spotty,11
pages,11
o,11
another,11
moron,11
butt,11
doing,11
hes,11
death,11
around,11
first,11
much,11
ive,11
better,11
find,11
mouth,11
youll,10
internet,10
fucks,10
idiots,10
billcj,10
thats,10
last,10
hole,10
doesnt,10
new,10
act,10
hard,10
comments,10
guess,10
deleted,10
yeah,10
sucker,10
rot,10
using,10
g,10
cum,10
those,10
revert,10
slut,10
billcjs,10
bad,10
nerd,9
says,9
getting,9
problem,9
message,9
child,9
looking,9
instead,9
raped,9
job,9
actually,9
stick,9
while,9
giving,9
these,9
wanna,9
ps,9
·,9
add,9
sucking,9
trying,9
computer,9
bag,9
once,9
sex,9
doosh,9
racist,9
probably,9
everything,9
2,9
through,9
id,8
understand,8
gets,8
great,8
yourselves,8
most,8
vandalize,8
mah,8
da,8
sorry,8
mothers,8
quit,8
cult,8
second,8
stay,8
history,8
blocking,8
bet,8
stuff,8
times,8
wit,8
bunch,8
k,8
homosexual,8
retard,8
person,8
assholes,8
brain,8
small,8
yes,8
our,8
lol,8
use,8
personal,8
left,8
change,8
t,8
true,8
watch,8
white,8
self,7
boy,7
fine,7
views,7
