you,12775
a,6709
i,4836
the,4591
and,3765
is,3638
fuck,3407
to,3332
are,2978
of,2906
your,2566
nigger,2309
my,1781
that,1748
suck,1595
fucking,1541
u,1511
it,1463
,1388
this,1373
in,1353
ass,1279
me,1228
go,1197
on,1187
for,1132
cunt,1118
fat,1098
hate,1094
with,1075
have,1022
not,985
shit,951
die,909
dont,886
like,871
do,870
yourself,822
will,819
an,810
off,780
be,758
get,732
what,726
all,722
bitch,699
so,684
if,661
moron,654
can,648
jew,646
wikipedia,636
as,632
hi,631
yourselfgo,621
up,600
no,562
gay,556
know,555
just,554
piece,545
dick,540
who,537
about,537
was,516
youre,514
because,499
or,489
but,474
page,470
faggot,461
stupid,450
damn,449
fucker,440
its,432
life,414
im,412
from,408
sucks,406
people,406
by,405
am,402
here,390
at,390
he,382
cock,366
why,366
out,364
mexicans,361
block,355
asshole,350
dickhead,340
stop,339
bitchesfuck,333
they,330
bastard,328
cocksucker,328
one,316
bitchfuck,312
mothjer,304
think,304
how,303
being,302
old,302
should,290
some,285
idiot,285
little,284
want,284
right,283
article,283
then,280
assfuck,278
bunksteve,278
now,269
make,256
his,253
useless,252
penissmall,249
time,249
hell,245
edits,245
big,244
come,242
d,240
would,239
edit,237
when,235
did,235
shut,232
has,232
more,231
said,229
we,228
such,228
bot,227
tommy2010,227
-,223
talk,220
again,217
wiki,217
ban,213
even,210
there,209
still,208
information,208
ancestryfuck-off-jewish,207
dumb,205
down,205
loser,205
good,201
been,201
spanish,197
give,193
other,192
only,191
sucku,191
god,188
robert,187
licker,186
ullmann,184
cocksucking,182
shitfuck,182
them,181
see,181
fuckin,180
hey,180
atheist,179
centraliststupid,179
fan-1967,178
really,177
work,177
going,176
please,176
than,176
need,175
fired,175
their,174
were,174
cant,173
nothing,170
take,169
post,169
eat,168
back,168
any,168
pathetic,166
where,165
had,163
mother,161
bloody,161
pigs,159
fggt,157
too,156
lick,154
well,154
which,151
ill,150
nice,150
admins,149
fire,147
supertr0ll,147
delete,147
also,144
never,144
over,144
way,142
ever,142
before,141
him,140
things,140
own,139
foolwhat,139
useredgar181,139
bitchmattythewhite,139
say,137
alone,137
does,136
cheese,135
pro-assadhanibal911youre,134
blocked,134
read,133
thieves,132
deleting,132
got,131
removing,131
her,129
yaaa,128
cunts,128
haahhahahah,128
yaaaaah,128
name,127
oh,127
administratorprick,126
fool,126
thats,126
editing,125
live,124
hope,123
user,123
whore,121
world,121
something,120
day,120
ur,119
doesnt,118
real,117
man,117
better,115
anything,114
she,113
users,113
homo,113
articles,112
computeri,112
cocks,111
arrest,111
leave,111
california,110
cougar,110
much,110
these,110
diego,110
love,109
very,108
mesan,108
shitheadi,108
vista,108
chula,108
making,107
look,107
mum,107
pages,106
put,105
keep,105
into,105
every,103
since,102
kill,102
cougaryou,101
reading,101
tell,101
dumbass,100
ugly,100
notrhbysouthbanof,100
bitches,100
didnt,99
respect,99
forever,97
those,97
scum,96
first,96
thing,95
let,93
gayfrozen,93
mean,93
huge,92
someone,92
messages,91
edie,91
ive,91
penis,91
another,90
ip,90
idea,90
di,90
coward,90
warning,89
mitt,89
along,89
romney,89
fag,88
use,88
head,88
made,88
leaving,88
cuntfranks,88
site,87
call,86
wrong,85
around,85
comment,84
try,84
find,84
actually,83
while,83
american,83
face,83
idiots,81
thanks,81
bag,80
vandalism,80
admin,80
last,79
care,79
most,79
many,78
trying,78
hes,78
personal,78
dickfucking,78
person,78
jasenm222,78
wont,77
account,77
doing,77
fact,76
chink,76
knob,75
salt,75
problem,75
r,74
done,74
away,74
bongwarriorcongratualtions,74
2,74
fuckingabf,74
deleted,74
njgw,73
phuq,73
son,73
same,73
years,72
must,72
due,71
guys,71
jforget,71
change,70
pussy,70
banned,70
us,70
racist,70
new,70
bunch,70
george,70
two,69
guy,69
motherfucker,69
bad,69
job,68
crap,67
yeah,67
billj,67
probably,66
understand,66
sannse,66
retarded,66
reason,66
believe,66
angela,66
revert,66
after,65
bush,65
isnt,65
mods,65
could,64
anyone,64
kike,64
against,64
called,63
gonna,63
ignorant,63
libtard,63
instead,62
whatever,62
fuckbags,62
limped-dicked,62
credit,62
dirty,62
may,61
lol,61
sure,61
stay,61
chocobos,60
long,60
remove,60
feel,60
shitty,60
our,60
seriously,60
prick,60
sick,59
bullshit,59
